filename,title,description,feature,topic,role,level
./help/audiences/using/active-profiles.md,Active profiles,You can access a dedicated report on customer metrics and visualize active profiles in your Campaign database.,Profiles,,Business Practitioner,Intermediate
./help/audiences/using/managing-test-profiles.md,Managing test profiles,Learn how to manage test profiles.,Profiles,,Business Practitioner,Intermediate
./help/audiences/using/enriching-campaign-database.md,Enriching the database,Learn about the various methods to enrich the database.,Profiles,,Business Practitioner,Intermediate
./help/audiences/using/about-audiences.md,About audiences,"Learn how to build audiences from a query, a list or a file, and how to import them from Adobe Experience Cloud.",Audiences,,Business Practitioner,Beginner
./help/audiences/using/creating-audiences.md,Creating audiences,Learn how to create audiences in Adobe Campaign.,Audiences,,Business Practitioner,Beginner
./help/audiences/using/selecting-an-audience-in-a-message.md,Selecting an audience in a message,"""Step-be-step procedure to choose audiences of an email: main target population and test profiles.""",Audiences,,Business Practitioner,Intermediate
./help/audiences/using/about-subscriptions.md,About subscriptions,Learn more about services and subscriptions in Campaign Standard.,Audiences,,Business Practitioner,Intermediate
./help/audiences/using/creating-a-service.md,Creating a service,Learn how to create your first service and configure it to send email confirmations to your subscribers.,Audiences,,Business Practitioner,Beginner
./help/audiences/using/promoting-a-service.md,Promoting a service,"Use Adobe Campaign to promote a service and engage your customers through dedicated landing pages, emails or directly on your website.",Audiences,,Business Practitioner,Intermediate
./help/audiences/using/monitoring-subscriptions.md,Monitoring subscriptions,Learn how to track your subscribers and measure the success of your services using dashboards and reports.,Audiences,,Business Practitioner,Intermediate
./help/audiences/using/confirming-subscription-to-a-service.md,Confirming subscription to a service,Follow these steps to set up a confirmation message for profiles subscribing to a service in Adobe Campaign.,Audiences,,Business Practitioner,Intermediate
./help/audiences/using/about-opt-in-and-opt-out-in-campaign.md,About opt-in and opt-out in Campaign,Opt-out results in a profile no longer being targeted by any delivery or by deliveries from a specific channel.,Audiences,,Business Practitioner,Beginner
./help/audiences/using/managing-opt-in-and-opt-out-in-campaign.md,Managing opt-in and opt-out in Campaign,Understand how opt-in and opt-out are managed in Adobe Campaign.,Audiences,,Business Practitioner,Intermediate
./help/audiences/using/identifying-opt-out-profiles-for-a-delivery.md,Identifying opt-out profiles for a delivery,Discover how to identify opt-out profiles for a delivery.,Audiences,,Business Practitioner,Intermediate
./help/channels/using/get-started-communication-channels.md,Get started with communication channels,"Create personalized messages on various channels, use templates, create landing pages and check best practices.",Overview,,Business Practitioner,Beginner
./help/channels/using/key-steps-to-send-a-message.md,Key steps to send a message,Follow these steps to create and send messages with Adobe Campaign.,Overview,,Business Practitioner,Beginner
./help/channels/using/accessing-messages.md,Accessing messages,"""Learn how to access messages and their advanced functionalities: creation, targeting, personalization, execution and reporting.""",Overview,,Business Practitioner,Intermediate
./help/channels/using/message-dashboard.md,Message dashboard,"Discover what the message dashboard is made up of, including the action bar and the various functional blocks.",Overview,,Business Practitioner,Beginner
./help/channels/using/multilingual-messages-template.md,Multilingual messages templates,Learn how to define and execute multilingual Email/SMS deliveries through a single delivery based on your automatically segmented customers' preferred language. Report on the performance of every delivery down to the language and individual levels.,Multilingual Messages,,Business Practitioner,Intermediate
./help/sending/using/delivery-best-practices.md,Campaign delivery best practices,Learn best practices related to delivery design and sending with Adobe Campaign.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/optimize-delivery.md,Optimize message delivery,Learn how to secure and optimize the sending process upstream.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/use-templates.md,Use delivery templates,Delivery templates allow for increased efficiency by providing ready-made scenarios for most common types of activities.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/design-and-personalize.md,Build personalized content,Learn how to design your message content and try to avoid common issues that could prevent you from executing your delivery. ,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/define-the-right-audience.md,Define the right audience,"When you have your content ready, learn how you carefully define who will receive your message.",Deliverability,,Business Practitioner,Intermediate
./help/sending/using/check-before-sending.md,Check before sending,"Once your message is ready, learn how to perform all checks before sending",Deliverability,,Business Practitioner,Intermediate
./help/sending/using/track-and-monitor.md,Track and monitor messages,Learn how Adobe Campaign enables you to keep track of the sent messages and discover how your recipients react to your delivery,Deliverability,,Business Practitioner,Intermediate
./help/channels/using/about-emails.md,About emails,Discover the different types of emails that you can send with Adobe Campaign.,Email,,Business Practitioner,Beginner
./help/channels/using/creating-an-email.md,Creating an email,Follow these steps to create a single-send email in Adobe Campaign.,Email,,Business Practitioner,Beginner
./help/channels/using/designing-an-a-b-test-email.md,Designing an A/B test email,Discover the A/B test functionality and follow these steps to create an email from an A/B test template in Adobe Campaign.,Email,,Business Practitioner,Beginner
./help/channels/using/creating-a-multilingual-email.md,Creating a multilingual email,Follow these steps to create a multilingual email targeting recipients with different preferred languages.,Email,,Business Practitioner,Intermediate
./help/channels/using/about-sms-messages.md,About SMS messages,Discover the main specificities of the SMS channel in Adobe Campaign.,SMS,,Business Practitioner,Beginner
./help/channels/using/creating-an-sms-message.md,Creating an SMS message,Follow these steps to create a single-send SMS message in Adobe Campaign.,SMS,,Business Practitioner,Beginner
./help/channels/using/personalizing-sms-messages.md,Personalizing SMS messages,Discover the specificity of the transliteration options when personalizing SMS messages.,SMS,,Business Practitioner,Intermediate
./help/channels/using/managing-incoming-sms.md,Managing incoming SMS,Learn how to manage STOP SMS and store incoming SMS in Adobe Campaign.,SMS,,Business Practitioner,Intermediate
./help/channels/using/about-sms-and-push-content-design.md,About SMS and push content design,Learn about the editor used to modify the content of your SMS messages and push notifications in Adobe Campaign.,SMS,,Business Practitioner,Beginner
./help/channels/using/sms-and-push-content-editor-interface.md,SMS and push content editor interface,Learn how to use the different sections of the editor to modify your SMS and push content.,SMS,,Business Practitioner,Intermediate
./help/channels/using/defining-dynamic-text.md,Defining dynamic text,Learn how to display different texts dynamically to the user according to the conditions defined in Adobe Campaign.,SMS,,Business Practitioner,Beginner
./help/channels/using/about-push-notifications.md,About push notifications,Discover the main specificities of the push notification channel in Adobe Campaign.,Push,,Business Practitioner,Intermediate
./help/channels/using/preparing-and-sending-a-push-notification.md,Create and send a push notification,Follow these steps to create a single-send push notification in Adobe Campaign.,Push,,Business Practitioner,Intermediate
./help/channels/using/customizing-a-push-notification.md,Customizing a push notification,Learn how to customize your push notifications with various advanced options.,Push,,Business Practitioner,Intermediate
./help/channels/using/creating-a-multilingual-push-notification.md,Creating a multilingual push notification,Create multilingual push notifications to target your users in their preferred languages and regions.,Push,,Business Practitioner,Intermediate
./help/channels/using/generating-csv-multilingual-push.md,Generating a CSV file for Multilingual Push Notification with Campaign Standard,Uploading a CSV file to generate content for delivery is a feature used to support Multilingual Push notifications.,Push,,Business Practitioner,Intermediate
./help/channels/using/updating-profile-with-mobile-app-data.md,Creating and updating profile information based on mobile application data,Learn how to create and update profile information based on mobile application data.,Push,,Business Practitioner,Intermediate
./help/channels/using/about-in-app-messaging.md,About In-App messaging,Display message or alert within the mobile application with In-App messaging.,In App,,Business Practitioner,
./help/channels/using/preparing-and-sending-an-in-app-message.md,Preparing and sending an In-App message,Create In-App message to target your application subscribers with specific content.,In App,,Business Practitioner,
./help/channels/using/customizing-an-in-app-message.md,Customizing an In-App message,Learn how to customize your In-App messages with various options.,In App,,Business Practitioner,Intermediate
./help/channels/using/about-direct-mail.md,About direct mail,Discover the main specificities of the direct mail channel in Adobe Campaign.,Direct Mail,,Business Practitioner,Intermediate
./help/channels/using/return-to-sender.md,Return to sender,Learn how to be notified of an incorrect address and exclude it from future communications.,Direct Mail,,Business Practitioner,Intermediate
./help/channels/using/creating-the-direct-mail.md,Creating the direct mail,Follow these steps to create a direct mail delivery in Adobe Campaign.,Direct Mail,,Business Practitioner,Intermediate
./help/channels/using/defining-the-direct-mail-audience.md,Defining the direct mail audience,Learn how to define the target for your direct mail delivery.,Direct Mail,,Business Practitioner,Intermediate
./help/channels/using/defining-the-direct-mail-content.md,Defining the direct mail content,Learn how to define the content for your direct mail delivery.,Direct Mail,,Business Practitioner,Intermediate
./help/channels/using/getting-started-with-transactional-msg.md,Getting started with transactional messaging,Discover what transactional messaging is and learn the main steps to set up a transactional message in Adobe Campaign Standard.,Transactional Messaging,,Business Practitioner,Beginner
./help/channels/using/transactional-messaging-limitations.md,Transactional messaging limitations,Learn about the main recommendations and limitations regarding transactional messages in Adobe Campaign Standard.,Transactional Messaging,,Business Practitioner,Intermediate
./help/channels/using/configuring-transactional-event.md,Configuring a transactional event,Learn how to configure transactional events in Adobe Campaign.,Transactional Messaging,,Business Practitioner,Intermediate
./help/channels/using/publishing-transactional-event.md,Publishing a transactional event,"Learn how to preview, publish, unpublish and delete a transactional event configuration.",Transactional Messaging,,Business Practitioner,Intermediate
./help/channels/using/editing-transactional-message.md,Editing a transactional message,"Learn how to access, edit and personalize a transactional message.",Transactional Messaging,,Business Practitioner,Intermediate
./help/channels/using/testing-transactional-message.md,Testing a transactional message,Learn how to test a transactional message in Adobe Campaign.,Transactional Messaging,,Business Practitioner,Intermediate
./help/channels/using/publishing-transactional-message.md,Transactional message lifecycle,"Learn how to publish, pause, unpublish and delete a transactional message.",Transactional Messaging,,Business Practitioner,Intermediate
./help/channels/using/transactional-message-execution.md,Transactional messaging execution and monitoring,Learn about transactional messaging execution and discover how to monitor transactional messages.,Transactional Messaging,,Business Practitioner,Intermediate
./help/channels/using/transactional-push-notifications.md,Transactional push notifications,Learn how to send transactional push notifications with Adobe Campaign Standard.,Transactional Messaging,,Business Practitioner,Intermediate
./help/channels/using/follow-up-messages.md,Follow-up messages,"Learn how to create, manage and send a follow-up message.",Transactional Messaging,,Business Practitioner,Intermediate
./help/channels/using/transactional-messaging-use-case.md,Transactional messaging use case,Discover an end-to-end example of the Adobe Campaign transactional messaging functionality.,Transactional Messaging,,Business Practitioner,Intermediate
./help/channels/using/getting-started-with-landing-pages.md,Main steps to set up a landing page,Learn the main steps to set up a landing page,Landing Pages,,Business Practitioner,
./help/channels/using/landing-page-templates.md,Landing page templates,Learn more on landing page templates.,Landing Pages,,Business Practitioner,Intermediate
./help/channels/using/configuring-landing-page.md,Configuring a landing page,Learn how to configure a landing page's properties.,Landing Pages,,Business Practitioner,Intermediate
./help/channels/using/designing-a-landing-page.md,Designing a landing page,Learn how to design the content of a landing page.,Landing Pages,,Business Practitioner,Intermediate
./help/channels/using/managing-landing-page-form-data.md,Managing landing page form data,Learn how to manage landing page form data.,Landing Pages,,Business Practitioner,Intermediate
./help/channels/using/testing-publishing-landing-page.md,Sharing a landing page,Learn how to test and publish a landing page in Adobe Campaign.,Landing Pages,,Business Practitioner,Intermediate
./help/channels/using/setting-up-a-double-opt-in-process.md,Setting up a double opt-in process,Follow these steps to set up a double opt-in process using landing pages in Adobe Campaign.,Landing Pages,,Business Practitioner,Intermediate
./help/designing/using/designing-content-in-adobe-campaign.md,Designing content in Adobe Campaign,"Create email content starting from scratch, importing HTML or leveraging existing templates.",Email Design,,Business Practitioner,Beginner
./help/designing/using/quick-start.md,Get started with the Email Designer,Start building email content with the Email Designer.,Email Design,,Business Practitioner,Beginner
./help/designing/using/subject-line.md,Defining the subject line and the sender of an email,Discover how to define the subject line and the sender of an email in the Email Designer.,Email Design,,Business Practitioner,Beginner
./help/designing/using/designing-from-scratch.md,Designing emails from scratch ,Discover how to design emails from scratch email content in the Email Designer.,Email Design,,Business Practitioner,Beginner
./help/designing/using/using-existing-content.md,Designing emails using existing content ,Discover how to design emails using existing content email content in the Email Designer.,Email Design,,Business Practitioner,Intermediate
./help/designing/using/using-reusable-content.md,Creating and using reusable content ,Start building reusable email content with the Email Designer.,Email Design,,Business Practitioner,Intermediate
./help/designing/using/using-integrations.md,Designing emails through Adobe Campaign integrations ,Discover how to design emails through Adobe Campaign integrations in the Email Designer.,Email Design,,Business Practitioner,Intermediate
./help/designing/using/plain-text-html-modes.md,"Editing plain text, HTML and mobile email formats",Discover the Plain text and HTML modes,Email Design,,Business Practitioner,Intermediate
./help/designing/using/converting-emails-from-legacy-editor.md,Converting Legacy Editor Email to the Email Designer ,Discover how to use emails created in the Legacy Editor Email to the Email Designer.,Email Design,,Business Practitioner,Intermediate
./help/designing/using/personalization.md,Personalizing email content,Discover how to personalize an email in the Email Designer.,Email Design,,Business Practitioner,Intermediate
./help/designing/using/using-product-listings.md,Using product listings in a transactional message,Learn how to use product listings in a transactional message content.,Email Design,,Business Practitioner,Intermediate
./help/designing/using/styles.md,Managing email styles,Discover how to manage email styles in the Email Designer.,Email Design,,Business Practitioner,Intermediate
./help/designing/using/links.md,Adding Links,Discover how to manage links with the Email Designer.,Email Design,,Business Practitioner,Intermediate
./help/designing/using/images.md,Working with Images,Discover how to manage images in emails with the Email Designer.,Email Design,,Business Practitioner,Intermediate
./help/designing/using/faq-email-designer.md,Email Designer Frequently Asked Questions ,Frequently asked questions about Email Designer.,Email Design,,Business Practitioner,Intermediate
./help/sending/using/get-started-sending-messages.md,Get started with testing and sending,"Prepare, test, schedule, send and monitor your messages.",,,Business Practitioner,Intermediate
./help/sending/using/previewing-messages.md,Previewing messages,Learn how to preview a message in the content editor or in the Email Designer.,Seed Address,,Business Practitioner,Intermediate
./help/sending/using/sending-proofs.md,Sending proofs,Learn how to send proofs.,Proofs,,Business Practitioner,Intermediate
./help/sending/using/testing-messages-using-target.md,Testing email messages using targeted profiles,Learn how to test messages using targeted profiles and substitution addresses.,Control Groups,,Business Practitioner,Intermediate
./help/sending/using/predictive.md,Predictive user engagement capabilities,Learn how to use predictive send time and engagement scoring.,Send Time Optimization,,Business Practitioner,Intermediate
./help/sending/using/email-rendering.md,Email rendering,Discover the email rendering feature.,Send Time Optimization,,Business Practitioner,Intermediate
./help/sending/using/control-group.md,Adding a control group when sending a message,Learn how to add a control group when defining the target of a message using Adobe Campaign Standard.,Control Groups,,Business Practitioner,Intermediate
./help/sending/using/using-traps.md,Using traps,Learn how to use traps in messages.,Seed Address,,Business Practitioner,Intermediate
./help/sending/using/preparing-the-send.md,Preparing the send,Learn how to define preparation before the send.,Send Time Optimization,,Business Practitioner,Intermediate
./help/sending/using/about-scheduling-messages.md,About scheduling messages,Learn how to schedule your messages.,Send Time Optimization,,Business Practitioner,
./help/sending/using/optimizing-the-sending-time.md,Optimizing the sending time,Learn how to set up sending time and improve the open rate of your messages.,Send Time Optimization,,Business Practitioner,Intermediate
./help/sending/using/sending-messages-at-the-recipient-s-time-zone.md,Sending messages at the recipient's time zone,Learn how to send messages at the recipient's time zone.,Proofs,,Business Practitioner,Intermediate
./help/sending/using/computing-the-sending-date.md,Computing the sending date,Discover how to send a message at a specific date and time.,Performance Monitoring,,Business Practitioner,Intermediate
./help/sending/using/confirming-the-send.md,Confirming the send,Learn how to finalize the message preparation.,Performance Monitoring,,Business Practitioner,Intermediate
./help/sending/using/tracking-messages.md,Tracking messages,Learn how to track the behavior of your delivery recipients.,Performance Monitoring,,Business Practitioner,Intermediate
./help/sending/using/archiving.md,Archiving messages in Adobe Campaign Standard,Learn how to archive emails with Adobe Campaign Standard using a BCC email address.,Performance Monitoring,,Business Practitioner,Intermediate
./help/sending/using/monitoring-a-delivery.md,Monitoring a delivery in Adobe Campaign Standard,Discover how to monitor a delivery in Adobe Campaign Standard.,Performance Monitoring,,Business Practitioner,Beginner
./help/sending/using/receiving-alerts-when-failures-happen.md,Receiving alerts when failures happen,Learn how to use the alert management system.,Proofs,,Business Practitioner,Beginner
./help/sending/using/understanding-delivery-failures.md,Understanding delivery failures,Learn how to manage delivery failures with Campaign.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/understanding-quarantine-management.md,Understanding quarantine management,Learn how to optimize your deliverability with quarantine management.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/about-deliverability.md,About deliverability in Adobe Campaign Standard,Learn about the concepts and best practices related to deliverability as well as the tools offered by Adobe Campaign Standard to optimize sending your deliveries.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/starting-new-platform.md,Starting a new platform with Adobe Campaign Standard,Learn how to set up a new platform while maintaining your domain and IP address reputation with Adobe Campaign Standard.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/control-email-content.md,Controlling email content in Adobe Campaign Standard,Learn how to improve deliverability in Adobe Campaign Standard when editing your email content.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/improving-reputation.md,Improving your reputation with Adobe Campaign Standard,Learn how to improve your reputation with Adobe Campaign Standard by managing duplicate email addresses and quarantines.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/ip-certification.md,Allowlists in Adobe Campaign Standard,Learn how to optimize allowlists with Adobe Campaign Standard.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/technical-recommendations.md,Deliverability technical recommendations for Adobe Campaign Standard,Read about some technical recommendations to improve deliverability with Adobe Campaign Standard.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/monitor-deliverability.md,Monitoring deliverability in Adobe Campaign Standard,Use the tools offered by Adobe Campaign Standard to monitor your platform's deliverability.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/troubleshooting.md,Troubleshooting deliverability issues in Adobe Campaign Standard,Learn what to do when experiencing deliverability issues with Adobe Campaign Standard.,Deliverability,,Business Practitioner,Intermediate
./help/sending/using/about-typology-rules.md,About typologies and typology rules,Discover how typologies and typology rules work in Adobe Campaign.,Typology Rules,,Business Practitioner,Intermediate
./help/sending/using/managing-typologies.md,Managing typologies,Discover how to use typologies.,Typology Rules,,Business Practitioner,Intermediate
./help/sending/using/managing-typology-rules.md,Managing typology rules,Discover how to use typology rules.,Typology Rules,,Business Practitioner,Intermediate
./help/sending/using/filtering-rules.md,Filtering rules,Use filtering rules to refine the audience of your messages.,Typology Rules,,Business Practitioner,Intermediate
./help/sending/using/fatigue-rules.md,Fatigue rules,Create fatigue rules to manage over-communication with profiles.,Typology Rules,,Business Practitioner,Intermediate
./help/sending/using/control-rules.md,Control rules,Learn how to reinforce the quality check of your messages with control rules.,Typology Rules,,Business Practitioner,Intermediate
./help/reporting/using/get-started-reporting.md,Get started with dynamic reporting,Analyze the success of your campaigns in build-in or customized dynamic reports.,Reporting,,Leader,Beginner
./help/reporting/using/about-dynamic-reports.md,Get started with dynamic reports,"With dynamic reports, drag and drop variables and dimensions into your freeform environment and analyze the success of your campaigns.",Reporting,,Leader,Beginner
./help/reporting/using/reporting-interface.md,Reporting interface,Learn more about Dynamic report interface basis and how to navigate through the different tabs and menus.,Reporting,,Leader,Beginner
./help/reporting/using/list-of-components-.md,List of components ,Find here the list of every components available in     Dynamic reports as well as their definitions.,Reporting,,Leader,Beginner
./help/reporting/using/indicator-calculation.md,Indicator calculation,Understand the results of your reports with a list of every metric's formula.,Reporting,,Leader,Intermediate
./help/reporting/using/troubleshooting.md,Troubleshooting,Find here common questions related to Dynamic reporting.,Reporting,,Leader,Intermediate
./help/reporting/using/defining-the-report-period.md,Defining the report period,The time period of your report allows you to filter your data depending on the chosen dates.,Reporting,,Leader,Intermediate
./help/reporting/using/bounce-summary.md,Bounce summary,"With the Bounce summary out-of-the-box report, learn about the status of your sent campaigns and errors they may have encountered.",Reporting,,Leader,Intermediate
./help/reporting/using/breakdown-by-domains.md,Breakdown by domains,"With the Breakdown by domains out-of-the-box report, learn about the performance data of your deliveries depending on each of your customer's domain.",Reporting,,Leader,Intermediate
./help/reporting/using/complaints.md,Complaints,"With the Complaints out-of-the-box report, learn how many time delivery was declared as spam.",Reporting,,Leader,Intermediate
./help/reporting/using/delivery-summary.md,Delivery summary,"With the Delivery summary out-of-the-box report, learn about your deliveries statistics, such as number of sends, bounces and opens.",Reporting,,Leader,Intermediate
./help/reporting/using/delivery-throughput.md,Delivery throughput,"With the Delivery throughput out-of-the-box report, learn about the success of your delivery.",Reporting,,Leader,Intermediate
./help/reporting/using/in-app-report.md,In-App report,"With the In-App out-of-the-box report, learn about the success of your In-App messages.",Reporting,,Leader,Intermediate
./help/reporting/using/non-deliverables-and-bounces.md,Non-deliverables and bounces,"With the Non-deliverables and bounces out-of-the-box report, learn about the errors that may occurred to your delivery. ",Reporting,,Leader,Intermediate
./help/reporting/using/opens.md,Opens,"With the Opens report, learn which delivery was the most viewed according to various criteria.",Reporting,,Leader,Intermediate
./help/reporting/using/push-notification-report.md,Push notification report,"With the Push notification out-of-the-box report, learn about the success of your push notifications.",Reporting,,Leader,Intermediate
./help/reporting/using/sms-report.md,SMS report,"With the SMS out-of-the-box report, learn about the success of your SMS deliveries. ",Reporting,,Leader,Intermediate
./help/reporting/using/tracking-indicators.md,Tracking indicators,"With the Tracking indicators out-of-the-box report, learn about the behavior of your customers when they receive email messages.",Reporting,,Leader,Intermediate
./help/reporting/using/unsubscriptions.md,Unsubscriptions,"With the Unsubscriptions out-of-the-box report, learn how many times customers unsubscribed to your deliveries.",Reporting,,Leader,Intermediate
./help/reporting/using/urls-and-click-streams.md,URLs and click streams,"With the URLs and click streams out-of-the-box report, learn about the success of the URLs in your deliveries.",Reporting,,Leader,Intermediate
./help/reporting/using/hot-clicks.md,Hot clicks,"With the Hot clicks out-of-the-box report, learn where your customer clicked on your delivery.",Reporting,,Leader,Intermediate
./help/reporting/using/service-summary.md,Service summary,"With the Service summary out-of-the-box report, learn about the evolution of subscriptions and unsubscriptions.",Reporting,,Leader,Intermediate
./help/reporting/using/adding-panels.md,Adding panels,Dynamic report allows you to add panel to better filter your data depending on the chosen time period.,Reporting,,Leader,Intermediate
./help/reporting/using/adding-visualizations.md,Adding visualizations,Dynamic reports offer a set of visualizations to add a graphical representation to your report.,Reporting,,Leader,Intermediate
./help/reporting/using/adding-components.md,Adding components,Drag and drog components to your freeform table to start filtering your data and building your report.,Reporting,,Leader,Intermediate
./help/reporting/using/creating-a-custom-profile-dimension.md,Creating a custom profile dimension,Learn how to create a custom profile dimension based on custom profile data.,Reporting,,Leader,Intermediate
./help/reporting/using/creating-a-report-workflow-segment.md,Creating a report based on workflow segments,Learn how to check the success of your delivery depending on your workflows' segments in your reports.,Reporting,,Leader,Intermediate
./help/integrating/using/get-started-campaign-integrations.md,Get started with Campaign integrations,Use other Adobe solutions and combine their different capabilities with Campaign.,Triggers,,Data Architect,Intermediate
./help/integrating/using/integrating-with-experience-manager.md,About Campaign-Experience Manager integration,"With the Adobe Experience Manager integration, you can create content directly in AEM and use it later on in Adobe Campaign.",Triggers,,Data Architect,Intermediate
./help/integrating/using/configure-experience-manager.md,Configuring the Campaign-Experience Manager integration,"With the Adobe Experience Manager integration, you can create content directly in AEM and use it later on in Adobe Campaign.",Triggers,,Data Architect,Intermediate
./help/integrating/using/creating-email-experience-manager.md,Creating an email content in Adobe Experience Manager.,"With the Adobe Experience Manager integration, you can create content directly in AEM and use it later on in Adobe Campaign.",Triggers,,Data Architect,Intermediate
./help/integrating/using/creating-a-campaign-form-in-experience-manager-.md,Creating a Campaign form in Experience Manager ,"With the Adobe Experience Manager integration, you can create forms directly in AEM to create and update profiles or manage subscriptions.",Triggers,,Data Architect,Intermediate
./help/integrating/using/creating-multilingual-email-aem.md,Creating a multilingual email with the Adobe Experience Manager integration.,"With the Adobe Experience Manager integration, you can create content directly in AEM and use it later on in Adobe Campaign.",Triggers,,Data Architect,Intermediate
